OrderNumber,Sales Channel,WarehouseCode,OrderDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0006055,Online,WARE-NBV1002,7/5/2020,USD,18,6,65,2,3,0.1,1869.9,2968.1
SO - 0006056,Online,WARE-XYS1001,8/5/2020,USD,17,4,12,41,5,0.4,1722.17,3075.3
SO - 0006057,Distributor,WARE-NMK1003,8/5/2020,USD,23,45,172,4,3,0.05,89.38,194.3
SO - 0006058,Online,WARE-XYS1001,8/5/2020,USD,18,39,35,26,2,0.05,726.01,1728.6
SO - 0006059,Wholesale,WARE-UHY1004,8/5/2020,USD,26,43,223,11,5,0.08,730.7,891.1
SO - 0006060,Distributor,WARE-NMK1003,8/5/2020,USD,25,15,123,31,3,0.2,528.56,1078.7
SO - 0006061,Wholesale,WARE-XYS1001,8/5/2020,USD,26,7,19,41,3,0.15,2768.98,3845.8
SO - 0006062,Distributor,WARE-XYS1001,8/5/2020,USD,24,34,48,38,5,0.1,2087.99,3939.6
SO - 0006063,Distributor,WARE-NMK1003,8/5/2020,USD,21,30,146,31,7,0.1,623.77,891.1
SO - 0006064,In-Store,WARE-NMK1003,9/5/2020,USD,4,2,191,39,1,0.15,2930.18,3959.7
SO - 0006065,In-Store,WARE-XYS1001,9/5/2020,USD,9,13,26,6,4,0.15,4959.54,6277.9
SO - 0006066,In-Store,WARE-UHY1004,9/5/2020,USD,4,21,226,2,6,0.1,580.35,817.4
SO - 0006067,Online,WARE-UHY1004,9/5/2020,USD,15,11,214,16,8,0.05,1933.69,3946.3
SO - 0006068,In-Store,WARE-NMK1003,9/5/2020,USD,1,48,115,46,3,0.15,1303.22,2458.9
SO - 0006069,In-Store,WARE-MKL1006,9/5/2020,USD,3,22,331,14,5,0.15,906.51,2211
SO - 0006070,Wholesale,WARE-PUJ1005,9/5/2020,USD,25,20,266,40,7,0.1,1541,3852.5
SO - 0006071,In-Store,WARE-UHY1004,9/5/2020,USD,11,3,252,7,2,0.1,2260.92,2659.9
SO - 0006072,Online,WARE-MKL1006,9/5/2020,USD,12,18,347,4,4,0.1,351.08,877.7
SO - 0006073,In-Store,WARE-NMK1003,9/5/2020,USD,6,40,159,40,2,0.05,726.01,1728.6
SO - 0006074,Online,WARE-XYS1001,9/5/2020,USD,18,49,42,45,1,0.08,1926.65,2438.8
SO - 0006075,Wholesale,WARE-PUJ1005,9/5/2020,USD,28,30,301,39,6,0.1,85.16,207.7
SO - 0006076,In-Store,WARE-MKL1006,9/5/2020,USD,7,4,330,17,2,0.08,1006.01,1829.1
SO - 0006077,Wholesale,WARE-PUJ1005,10/5/2020,USD,27,41,280,18,5,0.05,3778.8,5038.4
SO - 0006078,In-Store,WARE-PUJ1005,10/5/2020,USD,6,25,292,30,5,0.15,2831.69,3932.9
SO - 0006079,In-Store,WARE-MKL1006,10/5/2020,USD,7,22,366,15,3,0.15,4481.5,6224.3
SO - 0006080,In-Store,WARE-MKL1006,10/5/2020,USD,2,34,345,25,5,0.08,1865.68,2391.9
SO - 0006081,In-Store,WARE-XYS1001,10/5/2020,USD,9,48,58,46,7,0.4,1857.24,2211
SO - 0006082,In-Store,WARE-NMK1003,10/5/2020,USD,5,25,108,28,2,0.08,578.81,1092.1
SO - 0006083,Online,WARE-PUJ1005,10/5/2020,USD,17,23,264,13,3,0.1,4582.8,6365
SO - 0006084,In-Store,WARE-NMK1003,11/5/2020,USD,8,40,141,14,3,0.2,1463.28,1742
SO - 0006085,Distributor,WARE-NMK1003,11/5/2020,USD,21,18,91,45,2,0.08,164.62,261.3
SO - 0006086,Online,WARE-XYS1001,11/5/2020,USD,17,15,8,5,7,0.2,1705.55,3966.4
SO - 0006087,In-Store,WARE-PUJ1005,11/5/2020,USD,8,16,294,37,7,0.1,2170.8,4020
SO - 0006088,Online,WARE-UHY1004,11/5/2020,USD,16,39,219,47,2,0.05,660.15,1118.9
SO - 0006089,In-Store,WARE-NMK1003,11/5/2020,USD,9,2,178,28,7,0.08,589.87,830.8
SO - 0006090,Wholesale,WARE-MKL1006,12/5/2020,USD,28,35,342,12,2,0.2,87.1,174.2
SO - 0006091,In-Store,WARE-NMK1003,12/5/2020,USD,5,6,165,17,5,0.05,2608.11,3142.3
SO - 0006092,In-Store,WARE-PUJ1005,12/5/2020,USD,6,30,284,25,4,0.1,686.62,1125.6
SO - 0006093,Distributor,WARE-PUJ1005,12/5/2020,USD,24,7,312,21,3,0.05,5065.47,6177.4
SO - 0006094,In-Store,WARE-NMK1003,12/5/2020,USD,11,2,148,25,4,0.05,791.54,1199.3
SO - 0006274,Distributor,WARE-MKL1006,1/6/2020,USD,20,20,355,7,7,0.2,159.19,241.2
SO - 0006275,Distributor,WARE-XYS1001,1/6/2020,USD,22,3,52,47,4,0.05,1598.35,3805.6
SO - 0006276,In-Store,WARE-PUJ1005,1/6/2020,USD,9,4,281,8,1,0.1,1288.21,2525.9
SO - 0006277,Wholesale,WARE-XYS1001,1/6/2020,USD,27,8,53,19,2,0.3,749.66,1118.9
SO - 0006278,In-Store,WARE-NBV1002,1/6/2020,USD,4,1,75,26,3,0.08,1457.92,1715.2
SO - 0006279,In-Store,WARE-UHY1004,1/6/2020,USD,8,43,233,45,3,0.1,1538.32,3845.8
SO - 0006280,In-Store,WARE-MKL1006,1/6/2020,USD,4,47,342,40,7,0.08,754.82,1755.4
SO - 0006281,In-Store,WARE-MKL1006,1/6/2020,USD,3,8,352,35,6,0.05,983.9,1788.9
SO - 0006282,In-Store,WARE-XYS1001,1/6/2020,USD,6,30,26,26,8,0.08,2336.22,3959.7
SO - 0006283,Online,WARE-NMK1003,1/6/2020,USD,19,29,128,8,2,0.05,1435.14,1688.4
SO - 0006284,In-Store,WARE-XYS1001,1/6/2020,USD,3,37,36,46,1,0.08,630.34,984.9
SO - 0006285,Distributor,WARE-PUJ1005,1/6/2020,USD,22,12,293,27,4,0.08,1620.73,3953
SO - 0006286,Online,WARE-PUJ1005,1/6/2020,USD,18,11,296,38,1,0.2,3013.19,5286.3
SO - 0006287,Online,WARE-UHY1004,1/6/2020,USD,13,26,232,16,2,0.1,459.89,884.4
SO - 0006288,In-Store,WARE-XYS1001,2/6/2020,USD,2,41,11,37,1,0.2,571.18,1038.5
SO - 0006289,In-Store,WARE-MKL1006,2/6/2020,USD,10,22,335,17,6,0.08,4162.51,5138.9
SO - 0006290,Distributor,WARE-MKL1006,2/6/2020,USD,23,24,356,2,1,0.1,385.92,804
SO - 0006291,Online,WARE-PUJ1005,2/6/2020,USD,15,20,322,12,4,0.1,130.65,167.5
SO - 0006292,In-Store,WARE-NMK1003,2/6/2020,USD,6,21,131,28,2,0.1,1109.52,2311.5
SO - 0006293,Wholesale,WARE-MKL1006,2/6/2020,USD,28,7,362,25,4,0.05,1769.07,3845.8
SO - 0006294,Distributor,WARE-PUJ1005,3/6/2020,USD,21,4,301,46,3,0.08,1165.8,1943
SO - 0006295,In-Store,WARE-NMK1003,3/6/2020,USD,8,37,131,19,4,0.08,709.13,1125.6
SO - 0006296,Online,WARE-XYS1001,3/6/2020,USD,14,15,29,20,7,0.2,1643.38,3912.8
SO - 0006297,Distributor,WARE-UHY1004,3/6/2020,USD,22,6,216,17,3,0.3,1698.05,3859.2
SO - 0006298,Distributor,WARE-MKL1006,3/6/2020,USD,25,26,356,38,8,0.08,1597.28,3993.2
SO - 0006299,Online,WARE-NMK1003,3/6/2020,USD,19,28,109,6,1,0.2,2482.42,3705.1
SO - 0006300,In-Store,WARE-NMK1003,3/6/2020,USD,3,33,122,43,5,0.05,738.07,1085.4
SO - 0006301,Distributor,WARE-PUJ1005,3/6/2020,USD,23,42,318,9,5,0.05,896.86,1949.7
SO - 0006302,In-Store,WARE-NMK1003,3/6/2020,USD,10,7,100,32,4,0.15,3360.05,3953
SO - 0006303,Online,WARE-NBV1002,4/6/2020,USD,17,19,75,35,3,0.05,728.96,1072
SO - 0006304,In-Store,WARE-NMK1003,4/6/2020,USD,11,13,148,29,6,0.08,2043.77,2492.4
SO - 0006305,Distributor,WARE-NMK1003,4/6/2020,USD,25,7,191,32,7,0.05,1643.38,2934.6
SO - 0006306,Online,WARE-MKL1006,4/6/2020,USD,13,21,353,27,8,0.2,89.31,207.7
SO - 0006307,Online,WARE-NMK1003,4/6/2020,USD,16,21,164,7,7,0.15,3069.4,5902.7
SO - 0006308,Wholesale,WARE-XYS1001,4/6/2020,USD,27,39,1,19,8,0.1,124.35,214.4
SO - 0006309,In-Store,WARE-MKL1006,4/6/2020,USD,4,44,361,28,2,0.05,747.32,958.1
SO - 0006310,In-Store,WARE-XYS1001,4/6/2020,USD,8,21,13,16,4,0.08,1196.62,2546
SO - 0006311,Online,WARE-XYS1001,4/6/2020,USD,16,49,30,27,7,0.08,2057.57,2780.5
SO - 0006312,Distributor,WARE-PUJ1005,4/6/2020,USD,23,29,284,7,2,0.1,824.1,2010
SO - 0006313,In-Store,WARE-PUJ1005,5/6/2020,USD,4,9,327,27,6,0.15,1530.82,1822.4
SO - 0006314,Online,WARE-MKL1006,5/6/2020,USD,20,31,334,4,2,0.2,884.4,2010
SO - 0006315,In-Store,WARE-MKL1006,5/6/2020,USD,7,13,343,28,2,0.2,2066.01,3973.1
SO - 0006316,In-Store,WARE-XYS1001,5/6/2020,USD,6,22,22,33,1,0.08,989.93,1319.9
SO - 0006317,In-Store,WARE-PUJ1005,5/6/2020,USD,3,36,284,17,6,0.08,1070.33,2378.5
SO - 0006318,Online,WARE-NMK1003,5/6/2020,USD,18,43,109,31,6,0.08,574.86,737
SO - 0006319,In-Store,WARE-MKL1006,5/6/2020,USD,6,11,336,17,1,0.08,1965.51,2586.2
SO - 0006320,In-Store,WARE-MKL1006,5/6/2020,USD,7,41,337,5,7,0.1,2159.95,3999.9
SO - 0006321,Online,WARE-XYS1001,5/6/2020,USD,13,12,6,6,1,0.05,2481.95,3939.6
SO - 0006322,Online,WARE-NMK1003,5/6/2020,USD,12,35,131,27,8,0.15,2756.65,3725.2
SO - 0006323,Distributor,WARE-UHY1004,5/6/2020,USD,21,39,229,10,3,0.05,1010.36,2525.9
SO - 0006324,In-Store,WARE-NMK1003,6/6/2020,USD,4,7,144,3,2,0.2,741.69,1809
SO - 0006325,Online,WARE-XYS1001,6/6/2020,USD,14,22,22,7,1,0.15,1138.6,1963.1
SO - 0006326,Online,WARE-XYS1001,6/6/2020,USD,16,42,28,2,7,0.2,1316.28,2800.6
SO - 0006327,Distributor,WARE-XYS1001,6/6/2020,USD,22,18,54,13,4,0.05,2929.71,4013.3
SO - 0006328,In-Store,WARE-XYS1001,6/6/2020,USD,8,27,6,26,8,0.1,114.03,247.9
SO - 0006329,Online,WARE-PUJ1005,6/6/2020,USD,18,1,314,34,8,0.08,1600.97,2713.5
SO - 0006330,Online,WARE-MKL1006,6/6/2020,USD,16,49,339,15,3,0.15,1612.82,3162.4
SO - 0006331,Distributor,WARE-XYS1001,7/6/2020,USD,22,26,57,32,2,0.15,571.71,1078.7
SO - 0006332,In-Store,WARE-UHY1004,7/6/2020,USD,5,34,218,43,2,0.05,1172.03,2391.9
SO - 0006333,In-Store,WARE-UHY1004,7/6/2020,USD,10,3,207,12,3,0.4,103.85,207.7
SO - 0006334,In-Store,WARE-PUJ1005,7/6/2020,USD,12,37,266,12,6,0.3,472.75,1125.6
SO - 0006335,Online,WARE-NBV1002,7/6/2020,USD,12,44,83,31,1,0.08,1080.58,1929.6
SO - 0006336,Wholesale,WARE-NBV1002,7/6/2020,USD,27,46,75,43,1,0.05,2230.3,2934.6
SO - 0006337,Wholesale,WARE-NMK1003,7/6/2020,USD,28,27,188,30,8,0.05,160.8,268
SO - 0006338,Online,WARE-PUJ1005,7/6/2020,USD,20,49,298,6,1,0.15,3144.04,3979.8
SO - 0006339,In-Store,WARE-NMK1003,7/6/2020,USD,2,22,156,8,6,0.1,2362.42,2881
SO - 0006340,Online,WARE-NMK1003,7/6/2020,USD,18,35,171,15,8,0.1,150.21,254.6
SO - 0006341,In-Store,WARE-NMK1003,8/6/2020,USD,11,9,144,47,4,0.08,2826.86,3926.2
SO - 0006342,Online,WARE-NMK1003,8/6/2020,USD,17,16,153,35,4,0.1,1891.01,2626.4
SO - 0006343,Online,WARE-XYS1001,8/6/2020,USD,19,43,48,27,1,0.3,1271.12,1869.3
SO - 0006344,In-Store,WARE-XYS1001,8/6/2020,USD,11,10,24,23,5,0.05,1990.17,2519.2
SO - 0006345,Distributor,WARE-PUJ1005,8/6/2020,USD,23,27,265,20,1,0.1,503.84,1072
SO - 0006346,Online,WARE-NMK1003,8/6/2020,USD,16,46,110,36,4,0.05,640.39,1185.9
SO - 0006347,Wholesale,WARE-XYS1001,9/6/2020,USD,27,18,39,36,3,0.15,529.03,1125.6
SO - 0006348,In-Store,WARE-NMK1003,9/6/2020,USD,2,10,186,21,6,0.15,2427.68,3979.8
SO - 0006349,Online,WARE-NMK1003,9/6/2020,USD,14,17,199,14,2,0.1,329.64,804
SO - 0006350,Distributor,WARE-UHY1004,9/6/2020,USD,23,20,241,12,8,0.1,411.98,958.1
SO - 0006351,Distributor,WARE-PUJ1005,9/6/2020,USD,23,26,309,14,6,0.4,1259.6,2680
SO - 0006352,In-Store,WARE-XYS1001,10/6/2020,USD,3,11,51,46,6,0.08,1600.97,1976.5
SO - 0006353,Distributor,WARE-NMK1003,10/6/2020,USD,23,2,136,23,2,0.15,654.26,1038.5
SO - 0006354,Online,WARE-NMK1003,10/6/2020,USD,15,11,89,26,2,0.08,1484.45,2559.4
SO - 0006355,Distributor,WARE-XYS1001,10/6/2020,USD,24,27,45,2,3,0.08,525.88,1118.9
SO - 0006356,Online,WARE-NMK1003,10/6/2020,USD,19,48,154,7,6,0.1,1244.26,2539.3
SO - 0006357,In-Store,WARE-NMK1003,10/6/2020,USD,9,33,148,7,3,0.05,934.25,1125.6
SO - 0006358,Online,WARE-PUJ1005,10/6/2020,USD,20,7,285,15,7,0.08,1098.13,1996.6
SO - 0006359,Online,WARE-PUJ1005,10/6/2020,USD,12,36,317,38,3,0.15,1545.56,1956.4
SO - 0006360,Distributor,WARE-NMK1003,11/6/2020,USD,22,44,154,46,7,0.1,2592.1,3323.2
SO - 0006361,Online,WARE-MKL1006,11/6/2020,USD,18,42,358,24,6,0.15,482.4,1005
SO - 0006362,In-Store,WARE-UHY1004,11/6/2020,USD,3,50,210,40,6,0.08,3070.48,5386.8
SO - 0006363,Online,WARE-NBV1002,11/6/2020,USD,20,5,66,23,7,0.15,3672,5480.6
SO - 0006364,In-Store,WARE-UHY1004,11/6/2020,USD,2,6,224,19,5,0.3,2644.76,5185.8
SO - 0006365,Online,WARE-NMK1003,11/6/2020,USD,20,12,94,6,2,0.08,532.65,1005
SO - 0006366,In-Store,WARE-NMK1003,11/6/2020,USD,8,36,160,33,5,0.05,1080.58,1715.2
SO - 0006367,In-Store,WARE-PUJ1005,11/6/2020,USD,1,23,263,11,1,0.1,399.79,783.9
SO - 0006368,Online,WARE-PUJ1005,11/6/2020,USD,15,32,313,22,8,0.05,132.93,214.4
SO - 0006369,In-Store,WARE-NBV1002,11/6/2020,USD,11,1,75,4,7,0.2,561.06,1058.6
SO - 0006370,In-Store,WARE-PUJ1005,11/6/2020,USD,11,29,295,22,8,0.15,1101.82,1695.1
SO - 0006371,Online,WARE-NBV1002,12/6/2020,USD,17,27,86,3,6,0.2,1025.64,2385.2
SO - 0006372,Online,WARE-UHY1004,12/6/2020,USD,16,31,253,38,1,0.15,652.65,1279.7
SO - 0006373,In-Store,WARE-PUJ1005,12/6/2020,USD,5,36,283,41,6,0.05,1877.61,3028.4
SO - 0006374,Online,WARE-XYS1001,12/6/2020,USD,13,38,47,43,5,0.08,855.46,1125.6
SO - 0006375,In-Store,WARE-NMK1003,12/6/2020,USD,10,20,159,24,2,0.4,407.03,904.5
SO - 0006376,Online,WARE-PUJ1005,12/6/2020,USD,13,4,307,15,4,0.15,970.16,2425.4
SO - 0006519,Distributor,WARE-NMK1003,1/7/2020,USD,24,42,125,41,5,0.05,546.85,1031.8
SO - 0006520,Distributor,WARE-NMK1003,1/7/2020,USD,21,9,191,22,2,0.08,1945.88,3088.7
SO - 0006521,Wholesale,WARE-XYS1001,1/7/2020,USD,26,45,27,2,2,0.05,536,1072
SO - 0006522,Online,WARE-XYS1001,1/7/2020,USD,15,43,29,19,2,0.08,1868.5,3892.7
SO - 0006523,In-Store,WARE-NMK1003,1/7/2020,USD,10,13,97,19,7,0.15,1381.88,2512.5
SO - 0006524,In-Store,WARE-NMK1003,1/7/2020,USD,7,9,200,39,7,0.05,696.8,1072
SO - 0006525,In-Store,WARE-PUJ1005,2/7/2020,USD,4,17,325,11,6,0.08,142.58,187.6
SO - 0006526,In-Store,WARE-NMK1003,2/7/2020,USD,11,33,95,13,8,0.05,1283.18,1782.2
SO - 0006527,Online,WARE-XYS1001,2/7/2020,USD,17,49,51,34,3,0.08,545.51,924.6
SO - 0006528,In-Store,WARE-MKL1006,2/7/2020,USD,4,3,341,12,8,0.08,2511.5,3986.5
SO - 0006529,Online,WARE-MKL1006,2/7/2020,USD,17,41,346,47,2,0.15,644.54,991.6
SO - 0006530,Online,WARE-UHY1004,2/7/2020,USD,18,3,258,45,2,0.15,1728.27,2244.5
SO - 0006531,In-Store,WARE-NBV1002,2/7/2020,USD,3,25,75,46,2,0.1,621.43,1172.5
SO - 0006532,In-Store,WARE-PUJ1005,2/7/2020,USD,4,32,287,39,4,0.2,1301.01,1782.2
SO - 0006533,In-Store,WARE-NMK1003,2/7/2020,USD,5,50,179,25,3,0.08,4783.8,6378.4
SO - 0006534,In-Store,WARE-XYS1001,2/7/2020,USD,12,46,1,43,6,0.05,3709.66,5152.3
SO - 0006535,Online,WARE-PUJ1005,2/7/2020,USD,20,40,278,27,4,0.08,514.56,1286.4
SO - 0006536,Distributor,WARE-XYS1001,3/7/2020,USD,24,10,8,44,5,0.05,662.09,1085.4
SO - 0006537,Distributor,WARE-NMK1003,3/7/2020,USD,24,7,121,40,5,0.1,928.62,1105.5
SO - 0006538,In-Store,WARE-XYS1001,3/7/2020,USD,2,19,11,11,1,0.1,450.51,1098.8
SO - 0006539,Online,WARE-NBV1002,3/7/2020,USD,20,7,87,3,2,0.05,482,730.3
SO - 0006540,In-Store,WARE-XYS1001,3/7/2020,USD,9,18,51,18,4,0.08,624.57,1058.6
SO - 0006541,In-Store,WARE-UHY1004,3/7/2020,USD,10,18,207,42,8,0.05,658.01,1078.7
SO - 0006542,In-Store,WARE-PUJ1005,3/7/2020,USD,8,40,308,7,5,0.05,1487.33,1882.7
SO - 0006543,In-Store,WARE-UHY1004,4/7/2020,USD,10,44,203,26,3,0.05,499.69,757.1
SO - 0006544,Wholesale,WARE-NBV1002,4/7/2020,USD,25,15,79,26,3,0.15,2785.86,5159
SO - 0006545,In-Store,WARE-NMK1003,4/7/2020,USD,9,14,182,43,6,0.1,2087.99,3939.6
SO - 0006546,Online,WARE-PUJ1005,4/7/2020,USD,15,7,291,43,3,0.1,975.52,2438.8
SO - 0006547,In-Store,WARE-UHY1004,4/7/2020,USD,11,40,245,4,4,0.15,557.51,1051.9
SO - 0006548,In-Store,WARE-NBV1002,4/7/2020,USD,11,1,70,35,1,0.4,148.34,180.9
SO - 0006549,In-Store,WARE-PUJ1005,4/7/2020,USD,6,43,322,7,7,0.08,3514.82,5762
SO - 0006550,Wholesale,WARE-MKL1006,4/7/2020,USD,26,18,357,40,5,0.08,1702.87,2365.1
SO - 0006551,In-Store,WARE-NMK1003,4/7/2020,USD,1,24,150,23,6,0.08,884.4,1105.5
SO - 0006552,In-Store,WARE-NMK1003,4/7/2020,USD,7,7,138,3,4,0.2,3306.85,6123.8
SO - 0006553,Online,WARE-NMK1003,4/7/2020,USD,13,21,123,35,2,0.08,469.2,998.3
SO - 0006554,Wholesale,WARE-PUJ1005,4/7/2020,USD,27,16,294,33,3,0.05,1267.91,2224.4
SO - 0006555,In-Store,WARE-UHY1004,4/7/2020,USD,1,50,208,19,4,0.3,3269.87,3939.6
SO - 0006556,In-Store,WARE-NBV1002,5/7/2020,USD,8,31,82,12,8,0.05,418.08,871
SO - 0006557,Online,WARE-XYS1001,5/7/2020,USD,13,50,32,37,7,0.1,514.96,817.4
SO - 0006558,Distributor,WARE-MKL1006,5/7/2020,USD,23,33,346,8,6,0.05,781.29,1132.3
SO - 0006559,In-Store,WARE-NBV1002,5/7/2020,USD,3,48,78,22,2,0.1,615.4,1118.9
SO - 0006560,In-Store,WARE-NMK1003,5/7/2020,USD,12,3,120,41,6,0.2,637.84,911.2
SO - 0006561,In-Store,WARE-PUJ1005,5/7/2020,USD,9,48,326,37,6,0.15,613.05,1005
SO - 0006562,Distributor,WARE-NMK1003,5/7/2020,USD,23,8,161,38,7,0.05,2961.27,3845.8
SO - 0006563,Online,WARE-NMK1003,6/7/2020,USD,16,31,102,41,3,0.05,1054.85,2572.8
SO - 0006564,Distributor,WARE-PUJ1005,6/7/2020,USD,21,49,263,41,4,0.1,1339.46,2626.4
SO - 0006565,Online,WARE-NBV1002,6/7/2020,USD,14,39,86,13,7,0.2,3140.96,3926.2
SO - 0006566,In-Store,WARE-XYS1001,6/7/2020,USD,5,9,40,2,3,0.2,102.98,194.3
SO - 0006567,In-Store,WARE-NMK1003,6/7/2020,USD,6,18,139,9,4,0.08,756.16,1145.7
SO - 0006568,Wholesale,WARE-NMK1003,6/7/2020,USD,26,26,125,9,4,0.08,194.64,234.5
SO - 0006569,Distributor,WARE-PUJ1005,6/7/2020,USD,23,6,304,36,2,0.1,353.76,884.4
SO - 0006570,Distributor,WARE-NBV1002,6/7/2020,USD,23,26,64,23,3,0.08,713.35,1132.3
SO - 0006571,Online,WARE-MKL1006,6/7/2020,USD,14,21,331,14,1,0.15,2423.59,3973.1
SO - 0006572,Online,WARE-PUJ1005,6/7/2020,USD,19,15,316,35,6,0.1,757.77,971.5
SO - 0006573,Distributor,WARE-NMK1003,6/7/2020,USD,25,10,95,37,4,0.15,2067.29,2432.1
SO - 0006574,Online,WARE-NBV1002,7/7/2020,USD,20,18,61,29,3,0.05,1390.92,3477.3
SO - 0006575,Distributor,WARE-NMK1003,7/7/2020,USD,24,42,120,31,1,0.4,2251.2,2680
SO - 0006576,Distributor,WARE-UHY1004,7/7/2020,USD,21,26,237,31,5,0.05,3615.19,5239.4
SO - 0006577,In-Store,WARE-MKL1006,7/7/2020,USD,11,18,359,15,5,0.05,5183.12,6478.9
SO - 0006578,In-Store,WARE-XYS1001,7/7/2020,USD,7,28,18,23,7,0.05,761.12,1072
SO - 0006579,Online,WARE-PUJ1005,7/7/2020,USD,12,30,296,42,5,0.3,1047.88,2278
SO - 0006580,Distributor,WARE-XYS1001,7/7/2020,USD,24,26,17,31,4,0.3,2189.56,2881
SO - 0006581,Wholesale,WARE-NMK1003,7/7/2020,USD,28,42,178,22,5,0.15,670.07,917.9
SO - 0006582,Wholesale,WARE-UHY1004,7/7/2020,USD,27,6,232,41,7,0.15,1093.44,1822.4
SO - 0006583,Distributor,WARE-MKL1006,8/7/2020,USD,24,9,366,23,7,0.05,771.04,1835.8
SO - 0006584,In-Store,WARE-MKL1006,8/7/2020,USD,1,8,337,38,1,0.2,1839.55,2787.2
SO - 0006585,In-Store,WARE-PUJ1005,8/7/2020,USD,10,45,291,15,1,0.05,2215.36,2606.3
SO - 0006586,Online,WARE-NBV1002,8/7/2020,USD,15,3,69,27,8,0.05,420.29,1025.1
SO - 0006587,Online,WARE-XYS1001,8/7/2020,USD,15,10,48,41,1,0.08,110.75,194.3
SO - 0006588,In-Store,WARE-NMK1003,8/7/2020,USD,7,49,136,23,1,0.05,3761.78,5614.6
SO - 0006589,In-Store,WARE-XYS1001,8/7/2020,USD,9,10,48,4,4,0.08,1423.35,3028.4
SO - 0006590,Distributor,WARE-NMK1003,8/7/2020,USD,25,15,131,1,1,0.05,81.61,194.3
SO - 0006591,Distributor,WARE-NMK1003,8/7/2020,USD,24,18,128,27,3,0.1,1031.8,2345
SO - 0006592,In-Store,WARE-PUJ1005,8/7/2020,USD,8,5,292,27,6,0.08,1211.43,1922.9
SO - 0006593,Online,WARE-PUJ1005,9/7/2020,USD,15,13,323,24,7,0.05,145.79,214.4
SO - 0006594,Distributor,WARE-NMK1003,9/7/2020,USD,22,1,105,2,6,0.1,2076.73,3845.8
SO - 0006595,Wholesale,WARE-NMK1003,9/7/2020,USD,28,34,101,41,1,0.1,648.02,1045.2
SO - 0006596,Online,WARE-XYS1001,9/7/2020,USD,18,41,47,40,8,0.08,1980.86,2445.5
SO - 0006597,In-Store,WARE-PUJ1005,9/7/2020,USD,3,19,294,23,6,0.05,1538.32,1922.9
SO - 0006598,In-Store,WARE-XYS1001,9/7/2020,USD,10,9,6,1,1,0.2,540.02,871
SO - 0006599,Distributor,WARE-PUJ1005,9/7/2020,USD,22,47,311,21,4,0.08,1207.21,1916.2
SO - 0006600,In-Store,WARE-NMK1003,9/7/2020,USD,2,4,133,36,5,0.08,2591.29,3926.2
SO - 0006601,Online,WARE-NMK1003,9/7/2020,USD,19,34,174,45,4,0.08,3133.46,3966.4
SO - 0006602,In-Store,WARE-XYS1001,9/7/2020,USD,5,10,45,8,8,0.08,1410.48,1855.9
SO - 0006603,Distributor,WARE-NMK1003,10/7/2020,USD,21,18,148,24,4,0.2,1795.8,3664.9
SO - 0006604,In-Store,WARE-NMK1003,10/7/2020,USD,1,25,117,18,7,0.08,1632.12,1943
SO - 0006605,Online,WARE-MKL1006,10/7/2020,USD,20,22,367,4,5,0.1,1786.49,2706.8
SO - 0006606,Online,WARE-UHY1004,10/7/2020,USD,15,3,225,6,7,0.08,823.3,1715.2
SO - 0006607,Online,WARE-MKL1006,10/7/2020,USD,14,32,362,43,6,0.2,1113.27,1795.6
SO - 0006608,Online,WARE-UHY1004,10/7/2020,USD,15,22,241,26,3,0.05,1003.39,1286.4
SO - 0006609,Wholesale,WARE-MKL1006,10/7/2020,USD,28,34,351,27,3,0.05,1103.42,2566.1
SO - 0006610,Online,WARE-XYS1001,11/7/2020,USD,18,26,20,37,8,0.1,795.96,1105.5
SO - 0006611,Online,WARE-MKL1006,11/7/2020,USD,17,1,348,39,1,0.05,98.49,201
SO - 0006612,In-Store,WARE-XYS1001,11/7/2020,USD,7,18,54,20,4,0.1,1933.69,3946.3
SO - 0006613,In-Store,WARE-UHY1004,11/7/2020,USD,9,49,224,18,2,0.05,645.81,1025.1
SO - 0006614,Online,WARE-MKL1006,11/7/2020,USD,17,32,360,17,6,0.05,1562.98,1929.6
SO - 0006615,In-Store,WARE-PUJ1005,11/7/2020,USD,3,42,280,19,1,0.15,2925.35,5132.2
SO - 0006616,Distributor,WARE-NBV1002,11/7/2020,USD,22,28,64,4,6,0.08,2720.2,3886
SO - 0006617,Online,WARE-NMK1003,11/7/2020,USD,18,28,130,27,3,0.3,2568.51,4013.3
SO - 0006618,In-Store,WARE-NMK1003,11/7/2020,USD,5,29,190,34,5,0.08,2079.95,2666.6
SO - 0006619,In-Store,WARE-XYS1001,11/7/2020,USD,2,12,40,39,5,0.05,1397.62,1996.6
SO - 0006620,In-Store,WARE-NMK1003,11/7/2020,USD,8,50,191,23,8,0.1,770.63,1085.4
SO - 0006621,In-Store,WARE-NMK1003,11/7/2020,USD,7,30,153,21,6,0.08,675.36,1688.4
SO - 0006622,In-Store,WARE-NMK1003,12/7/2020,USD,2,28,103,46,4,0.08,475.37,1105.5
SO - 0006623,Online,WARE-NBV1002,12/7/2020,USD,16,3,73,28,1,0.2,1929.6,3859.2
SO - 0006624,In-Store,WARE-NMK1003,12/7/2020,USD,11,22,132,37,4,0.1,608.76,1031.8
